id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
386,40,technician,single,secondary,cellular,103,no,no,0,NA,106,0,0
387,41,admin.,married,secondary,cellular,1327,yes,yes,2,low,425,0,0
388,37,services,married,secondary,cellular,3429,yes,yes,11,NA,151,0,0
389,32,technician,single,secondary,cellular,-138,no,no,0,NA,278,0,0
390,33,entrepreneur,married,tertiary,cellular,595,no,no,0,NA,22,0,0
391,24,services,married,secondary,cellular,4500,yes,no,0,NA,733,1146,0
392,58,retired,married,primary,NA,0,yes,no,0,NA,138,0,0
393,38,self-employed,divorced,secondary,NA,2674,yes,no,0,NA,163,0,0
394,28,admin.,single,secondary,cellular,1408,no,no,2,low,166,0,0
395,28,technician,single,secondary,cellular,584,yes,no,2,low,354,0,0
396,53,technician,married,secondary,NA,137,no,yes,0,NA,129,0,0
397,39,admin.,married,secondary,cellular,-139,no,no,0,NA,120,0,0
398,49,services,married,secondary,telephone,884,yes,no,0,NA,201,0,0
399,32,technician,married,secondary,NA,221,yes,no,0,NA,224,0,0
400,63,technician,married,secondary,cellular,896,yes,no,4,NA,115,0,0
401,55,management,married,tertiary,cellular,1402,yes,no,0,NA,66,0,0
402,46,blue-collar,married,secondary,cellular,1272,no,no,0,NA,164,0,0
403,30,technician,single,secondary,cellular,-156,no,yes,0,NA,119,0,0
404,28,management,single,tertiary,cellular,637,yes,no,0,NA,324,0,0
405,24,management,single,tertiary,cellular,3197,no,no,0,NA,172,0,0
406,60,unemployed,divorced,secondary,telephone,4,no,no,0,NA,882,0,0
407,53,management,divorced,primary,NA,443,no,no,0,NA,422,0,0
408,38,blue-collar,married,secondary,NA,926,no,yes,0,NA,189,0,0
409,33,management,single,tertiary,cellular,308,yes,no,0,NA,97,0,0
410,72,retired,married,secondary,telephone,6253,no,no,0,NA,456,0,0
411,54,management,married,tertiary,cellular,6525,yes,no,4,low,231,0,0
412,44,unemployed,divorced,tertiary,cellular,0,no,no,0,NA,1960,240.85,0
413,66,housemaid,married,primary,telephone,922,no,no,4,NA,83,0,0
414,35,management,single,tertiary,NA,2808,yes,no,0,NA,221,0,0
415,43,technician,married,tertiary,cellular,2643,no,no,5,high,188,792,0
416,30,technician,married,secondary,NA,173,yes,no,0,NA,184,0,0
417,53,blue-collar,married,NA,cellular,1230,no,no,0,NA,155,0,0
418,30,management,married,tertiary,cellular,0,no,no,0,NA,95,0,0
419,47,blue-collar,single,secondary,NA,15,yes,no,0,NA,62,0,0
420,54,retired,married,primary,NA,1925,no,no,0,NA,348,0,0
421,31,admin.,single,secondary,NA,160,yes,yes,0,NA,233,0,0
422,51,management,married,tertiary,cellular,1421,yes,no,0,NA,152,0,0
423,47,housemaid,married,primary,telephone,0,yes,no,0,NA,193,0,0
424,59,blue-collar,married,primary,cellular,914,no,no,0,NA,139,0,0
425,47,blue-collar,married,secondary,cellular,2215,no,no,0,NA,194,0,0
426,33,services,married,secondary,NA,184,yes,no,0,NA,109,0,0
427,45,technician,married,secondary,cellular,1818,no,no,2,NA,197,0,0
428,26,admin.,single,secondary,cellular,141,yes,no,6,NA,19,0,0
429,36,blue-collar,married,secondary,cellular,0,yes,no,0,NA,332,0,0
430,31,admin.,married,secondary,NA,5,no,no,0,NA,102,0,0
431,50,blue-collar,married,secondary,NA,-253,no,no,0,NA,43,0,0
432,44,technician,married,tertiary,cellular,1707,no,no,0,NA,406,0,0
433,33,blue-collar,single,secondary,cellular,-320,no,no,0,NA,268,0,0
434,51,technician,married,secondary,NA,12061,yes,no,0,NA,332,0,0
435,46,management,single,NA,NA,1527,yes,no,0,NA,269,0,0
436,30,technician,single,tertiary,cellular,23,no,no,0,NA,72,0,0
437,39,admin.,married,primary,cellular,0,no,no,0,NA,106,0,0
438,53,management,married,tertiary,cellular,32,no,yes,0,NA,122,0,0
439,34,technician,single,secondary,NA,692,yes,no,0,NA,254,0,0
440,35,management,single,tertiary,cellular,0,no,no,0,NA,131,0,0
441,24,management,single,tertiary,NA,553,yes,no,0,NA,249,0,0
442,50,technician,married,tertiary,cellular,2611,no,no,2,high,177,0,0
443,25,blue-collar,single,secondary,NA,335,yes,no,0,NA,164,0,0
444,38,technician,single,secondary,cellular,435,yes,no,1,low,437,0,0
445,35,management,married,tertiary,cellular,193,yes,no,0,NA,402,0,0
446,44,services,single,secondary,cellular,492,yes,no,2,NA,56,0,0
447,47,services,married,NA,cellular,12839,yes,no,4,low,50,0,0
448,45,blue-collar,divorced,primary,NA,6,yes,no,0,NA,159,0,0
449,51,admin.,married,secondary,cellular,684,yes,no,0,NA,68,0,0
450,43,blue-collar,divorced,primary,cellular,-97,yes,yes,0,NA,747,0,0
451,40,technician,single,secondary,cellular,287,yes,no,3,low,69,0,0
452,36,technician,divorced,tertiary,cellular,1381,no,no,0,NA,149,0,0
453,51,admin.,divorced,secondary,cellular,14215,no,no,0,NA,131,0,0
454,28,management,single,tertiary,NA,447,yes,yes,0,NA,217,0,0
455,53,blue-collar,married,primary,cellular,5603,no,no,0,NA,2372,1394.59,0
456,40,services,divorced,secondary,cellular,1155,no,yes,1,low,175,0,0
457,46,entrepreneur,married,secondary,cellular,245,yes,no,3,low,78,0,0
458,52,retired,divorced,secondary,NA,280,no,no,0,NA,8,0,0
459,27,blue-collar,married,secondary,cellular,1,yes,no,0,NA,259,0,0
460,48,management,married,tertiary,NA,342,no,no,0,NA,452,0,0
461,25,student,married,tertiary,cellular,0,yes,no,0,NA,160,0,0
462,38,technician,single,secondary,NA,12,yes,no,0,NA,150,0,0
463,59,retired,married,secondary,NA,1723,no,no,0,NA,70,0,0
464,43,blue-collar,married,primary,NA,50,no,no,0,NA,90,0,0
465,55,services,married,secondary,NA,283,yes,no,0,NA,156,0,0
466,56,management,married,tertiary,cellular,505,yes,yes,3,low,221,0,0
467,50,management,married,tertiary,cellular,2881,no,no,5,NA,510,0,0
468,37,services,married,secondary,NA,-349,yes,no,0,NA,319,0,0
469,30,management,single,tertiary,cellular,234,yes,no,2,low,206,0,0
470,35,blue-collar,married,secondary,cellular,293,yes,no,1,NA,1017,306.15,0
471,31,technician,single,secondary,cellular,35,no,yes,0,NA,229,0,0
472,31,self-employed,single,tertiary,cellular,917,no,yes,0,NA,367,0,0
473,25,technician,single,tertiary,cellular,226,no,no,0,NA,366,0,0
474,46,technician,single,secondary,cellular,1758,yes,no,0,NA,109,0,0
475,56,retired,divorced,tertiary,cellular,13094,no,no,0,NA,1064,1551.44,0
476,60,retired,married,tertiary,cellular,6684,yes,yes,0,NA,173,0,0
477,25,blue-collar,single,secondary,NA,0,yes,no,0,NA,244,0,0
478,39,blue-collar,married,primary,NA,279,yes,no,0,NA,361,0,0
479,33,admin.,single,secondary,cellular,91,yes,no,0,NA,400,0,0
480,34,admin.,married,tertiary,cellular,1,yes,no,0,NA,54,0,0
481,32,services,married,secondary,NA,204,yes,yes,0,NA,307,0,0
482,50,entrepreneur,divorced,tertiary,cellular,315,no,no,1,low,249,0,0
483,34,management,married,tertiary,cellular,2892,yes,yes,0,NA,1165,0,0
484,49,blue-collar,married,primary,NA,1032,yes,no,0,NA,41,0,0
485,29,management,married,tertiary,NA,246,yes,no,0,NA,45,0,0
486,29,technician,single,secondary,cellular,6,no,no,0,NA,315,254.45,0
487,31,management,single,tertiary,cellular,3142,yes,no,0,NA,164,0,0
488,31,services,single,secondary,cellular,166,yes,no,0,NA,227,0,0
489,44,admin.,married,secondary,cellular,429,yes,yes,32,low,35,0,0
490,52,blue-collar,married,secondary,cellular,0,yes,no,0,NA,125,0,0
491,30,services,married,secondary,cellular,637,yes,no,0,NA,69,0,0
492,37,admin.,married,secondary,cellular,1049,no,no,0,NA,126,0,0
493,40,blue-collar,married,secondary,NA,-31,yes,no,0,NA,117,0,0
494,54,retired,married,primary,cellular,117,no,no,0,NA,165,0,0
495,28,blue-collar,single,secondary,NA,-267,yes,no,0,NA,86,0,0
496,50,entrepreneur,married,secondary,telephone,665,no,no,0,NA,238,0,0
497,46,blue-collar,married,secondary,NA,2121,yes,no,0,NA,160,0,0
498,44,blue-collar,married,secondary,NA,23,yes,no,0,NA,388,0,0
499,31,management,divorced,tertiary,cellular,373,no,no,0,NA,132,297.84,0
500,36,admin.,divorced,secondary,cellular,11,no,no,0,NA,97,0,0
501,41,blue-collar,single,secondary,NA,75,yes,no,0,NA,479,263.17,0
502,34,management,married,tertiary,telephone,8,yes,no,0,NA,6,0,0
503,44,management,married,tertiary,cellular,-68,no,yes,0,NA,121,0,0
504,29,admin.,single,secondary,cellular,891,yes,no,1,low,172,0,0
505,43,housemaid,married,primary,cellular,0,yes,no,0,NA,152,0,0
506,23,services,single,secondary,NA,496,yes,no,0,NA,430,0,0
507,31,management,single,tertiary,cellular,518,yes,no,0,NA,399,0,0
508,49,technician,married,secondary,cellular,1684,no,yes,0,NA,412,245.42,0
509,39,blue-collar,married,secondary,NA,474,yes,yes,0,NA,219,0,0
510,33,blue-collar,married,secondary,NA,889,yes,no,6,high,13,0,0
511,45,technician,divorced,secondary,cellular,88,yes,no,0,NA,55,0,0
512,38,technician,single,secondary,cellular,1255,yes,no,2,low,151,0,0
513,28,blue-collar,single,secondary,telephone,2486,yes,no,1,high,26,0,0
514,56,technician,married,secondary,NA,359,yes,no,0,NA,220,0,0
515,36,blue-collar,married,primary,telephone,0,no,no,0,NA,39,0,0
516,55,entrepreneur,divorced,tertiary,telephone,903,yes,no,0,NA,536,0,0
517,47,services,married,secondary,cellular,0,yes,no,0,NA,173,0,0
518,40,admin.,single,secondary,NA,739,yes,no,0,NA,132,0,0
519,33,admin.,married,tertiary,cellular,882,no,no,4,low,104,418.24,0
520,49,admin.,divorced,secondary,cellular,-73,yes,no,0,NA,31,0,0
521,33,management,married,tertiary,cellular,0,no,no,0,NA,85,0,0
522,55,management,married,tertiary,NA,10065,no,no,0,NA,50,0,0
523,44,blue-collar,married,primary,NA,-295,yes,no,0,NA,303,0,0
524,39,blue-collar,married,primary,NA,245,yes,no,0,NA,148,0,0
525,43,blue-collar,married,primary,cellular,-25,yes,no,2,low,254,0,0
526,56,retired,married,secondary,NA,344,yes,no,0,NA,221,0,0
527,27,blue-collar,married,secondary,NA,6196,yes,no,0,NA,355,0,0
528,36,blue-collar,married,secondary,NA,0,no,no,0,NA,332,0,0
529,34,blue-collar,divorced,secondary,NA,1780,yes,no,0,NA,187,0,0
530,31,blue-collar,married,primary,NA,-464,yes,yes,0,NA,256,0,0
531,60,technician,single,primary,cellular,11262,no,no,0,NA,323,1385.09,0
532,40,management,single,secondary,cellular,10378,yes,no,0,NA,523,0,0
533,47,technician,married,secondary,NA,80,no,yes,0,NA,100,0,0
534,44,admin.,married,NA,NA,40,no,yes,0,NA,160,0,0
535,51,retired,married,secondary,cellular,35,no,yes,0,NA,123,0,0
536,48,services,married,secondary,cellular,1323,yes,yes,0,NA,99,0,0
537,50,services,married,secondary,cellular,545,no,no,0,NA,72,0,0
538,36,blue-collar,married,secondary,cellular,723,yes,no,0,NA,101,0,0
539,54,blue-collar,married,primary,NA,2102,yes,no,0,NA,76,0,0
540,39,management,married,tertiary,cellular,278,no,yes,0,NA,60,0,0
541,39,services,married,secondary,cellular,-495,yes,yes,0,NA,51,0,0
542,42,admin.,married,secondary,NA,105,no,no,0,NA,1159,278.48,0
543,31,blue-collar,single,secondary,NA,-322,no,yes,0,NA,208,0,0
544,47,technician,single,secondary,cellular,1101,yes,no,0,NA,957,384.1,0
545,30,services,single,secondary,cellular,732,yes,no,0,NA,358,0,0
546,34,management,married,tertiary,cellular,1388,yes,no,4,low,222,0,0
547,41,admin.,married,secondary,cellular,201,no,no,0,NA,114,0,0
548,26,technician,single,secondary,cellular,252,no,no,0,NA,706,0,0
549,38,technician,married,secondary,NA,497,no,no,0,NA,173,359.79,0
550,57,management,married,tertiary,cellular,1631,yes,no,3,low,254,0,0
551,34,blue-collar,single,NA,cellular,484,no,no,0,NA,90,0,0
552,77,retired,married,secondary,telephone,9601,no,no,0,NA,515,2174.88,0
553,34,technician,divorced,secondary,NA,1451,yes,no,0,NA,1097,380.81,0
554,52,management,divorced,tertiary,cellular,147,no,no,0,NA,90,0,0
555,32,admin.,divorced,secondary,NA,138,yes,yes,0,NA,158,0,0
556,26,services,single,secondary,NA,-72,yes,no,0,NA,82,0,0
557,49,management,married,NA,NA,383,yes,no,0,NA,290,0,0
558,37,technician,married,secondary,cellular,180,no,no,0,NA,215,0,0
559,24,technician,single,NA,NA,818,yes,yes,0,NA,953,0,0
560,48,services,married,secondary,cellular,4300,yes,yes,0,NA,99,0,0
561,49,blue-collar,single,primary,cellular,1040,no,no,0,NA,474,0,0
562,27,blue-collar,single,primary,cellular,5,yes,no,0,NA,182,0,0
563,46,admin.,divorced,secondary,cellular,660,yes,no,2,low,1026,0,0
564,57,blue-collar,married,secondary,cellular,4597,yes,no,0,NA,170,0,0
565,57,technician,married,secondary,NA,402,yes,no,0,NA,153,0,0
566,41,blue-collar,married,primary,NA,406,yes,no,0,NA,2462,0,0
567,31,services,single,tertiary,cellular,620,no,no,2,low,153,0,0
568,38,management,married,tertiary,NA,-1007,yes,yes,0,NA,71,0,0
569,38,admin.,married,primary,NA,0,yes,no,0,NA,29,0,0
570,45,unemployed,married,secondary,cellular,2468,yes,no,0,NA,64,0,0
571,45,management,married,tertiary,NA,1540,yes,no,0,NA,194,0,0
572,40,housemaid,married,primary,cellular,224,yes,no,0,NA,138,0,0
573,57,management,married,tertiary,telephone,-24,yes,no,0,NA,14,0,0
574,37,management,married,secondary,cellular,80,no,no,0,NA,155,0,0
575,33,unemployed,single,primary,cellular,396,no,no,0,NA,382,0,0
576,41,blue-collar,married,primary,NA,2097,yes,no,0,NA,160,0,0
577,54,services,married,secondary,cellular,131,no,no,0,NA,252,0,0
578,30,technician,single,secondary,NA,2573,yes,no,0,NA,67,0,0
579,39,admin.,married,secondary,cellular,732,no,no,0,NA,522,399.08,0
580,42,blue-collar,married,primary,NA,15,yes,no,0,NA,230,0,0
581,47,blue-collar,single,secondary,cellular,57,yes,no,4,low,72,0,0
582,42,admin.,divorced,secondary,cellular,490,yes,no,1,low,203,0,0
583,35,student,single,tertiary,telephone,7,yes,no,1,NA,72,0,0
584,34,admin.,married,primary,NA,239,yes,no,0,NA,107,0,0
585,33,services,married,secondary,NA,881,yes,no,0,NA,67,0,0
586,41,management,divorced,tertiary,telephone,369,yes,no,0,NA,9,0,0
587,30,management,single,tertiary,NA,234,yes,no,0,NA,242,0,0
588,41,technician,divorced,secondary,cellular,4047,yes,no,0,NA,343,668.67,0
589,53,housemaid,married,secondary,cellular,1103,no,no,0,NA,274,0,0
590,48,entrepreneur,married,tertiary,NA,810,no,no,0,NA,383,0,0
591,55,blue-collar,divorced,primary,cellular,8180,no,no,1,low,854,1052.57,0
592,37,technician,single,tertiary,cellular,0,yes,no,0,NA,366,258.16,0
593,30,self-employed,married,secondary,NA,123,no,yes,5,NA,66,0,0
594,35,technician,divorced,secondary,cellular,82,no,no,0,NA,152,0,0
595,42,technician,married,secondary,NA,-129,yes,no,0,NA,175,0,0
596,26,student,single,tertiary,cellular,641,yes,no,1,low,55,0,0
597,30,technician,married,secondary,cellular,274,yes,yes,2,low,105,0,0
598,57,services,married,primary,cellular,53,no,no,0,NA,86,0,0
599,54,blue-collar,married,primary,cellular,6812,yes,no,0,NA,108,0,0
600,42,management,married,secondary,cellular,1331,no,no,0,NA,698,0,0
601,34,management,married,tertiary,cellular,0,no,no,0,NA,120,0,0
602,27,technician,married,secondary,cellular,317,yes,yes,0,NA,1286,0,0
603,48,entrepreneur,married,tertiary,cellular,-392,no,no,0,NA,725,246.68,0
604,30,technician,married,secondary,cellular,42,no,no,0,NA,140,0,0
605,45,services,married,primary,NA,116,yes,no,0,NA,287,0,0
606,33,technician,married,tertiary,NA,2364,yes,no,0,NA,154,0,0
607,37,unemployed,single,tertiary,NA,1706,no,no,0,NA,542,0,0
608,30,admin.,married,secondary,cellular,590,no,no,0,NA,443,0,0
609,53,blue-collar,married,primary,cellular,53,yes,no,0,NA,198,0,0
610,53,admin.,married,secondary,cellular,8449,no,no,0,NA,123,0,0
611,31,services,married,secondary,cellular,490,yes,no,2,NA,394,0,0
612,57,housemaid,married,primary,NA,53,no,no,0,NA,215,0,0
613,34,blue-collar,married,primary,NA,905,yes,no,0,NA,28,0,0
614,33,self-employed,married,primary,cellular,0,no,no,0,NA,139,0,0
615,57,unemployed,married,primary,cellular,0,yes,no,0,NA,231,0,0
616,45,self-employed,divorced,tertiary,cellular,963,yes,no,0,NA,528,352.19,0
617,22,student,single,secondary,cellular,1925,no,no,0,NA,180,0,0
618,44,housemaid,married,primary,cellular,-227,no,yes,0,NA,153,0,0
619,47,management,divorced,tertiary,cellular,2105,no,yes,0,NA,363,0,0
620,38,blue-collar,married,primary,NA,-854,yes,no,0,NA,194,0,0
621,41,blue-collar,married,primary,telephone,407,yes,yes,0,NA,387,0,0
622,42,blue-collar,married,primary,cellular,325,yes,no,0,NA,99,0,0
623,49,technician,married,secondary,cellular,633,no,no,0,NA,201,0,0
624,47,entrepreneur,married,tertiary,cellular,2518,yes,yes,1,NA,132,0,0
625,45,technician,married,secondary,cellular,2269,yes,no,0,NA,233,0,0
626,32,blue-collar,single,secondary,cellular,1402,yes,no,5,NA,343,0,0
627,31,admin.,divorced,tertiary,cellular,-2,yes,no,0,NA,300,0,0
628,32,entrepreneur,married,tertiary,cellular,721,yes,no,0,NA,128,0,0
629,33,management,married,tertiary,cellular,516,yes,no,0,NA,245,0,0
630,41,unemployed,married,secondary,cellular,5608,no,no,0,NA,64,0,0
631,58,housemaid,married,primary,NA,935,yes,no,0,NA,272,0,0
632,30,blue-collar,single,secondary,cellular,0,yes,no,0,NA,768,0,0
633,35,admin.,married,secondary,NA,788,yes,no,0,NA,223,0,0
634,34,technician,married,secondary,cellular,1234,yes,no,6,low,106,0,0
635,35,management,married,tertiary,cellular,24,yes,no,2,low,169,0,0
636,60,retired,married,primary,cellular,37,no,no,0,NA,754,0,0
637,43,housemaid,married,primary,telephone,169,no,yes,0,NA,172,0,0
638,26,blue-collar,single,secondary,cellular,2,yes,no,0,NA,223,0,0
639,58,retired,married,secondary,cellular,3382,no,yes,2,low,294,0,0
640,32,blue-collar,single,secondary,cellular,567,yes,no,4,NA,275,0,0
641,46,management,married,tertiary,NA,974,yes,no,0,NA,652,0,0
642,35,management,single,secondary,NA,-202,yes,no,0,NA,268,0,0
643,45,technician,single,NA,telephone,1077,yes,no,0,NA,6,0,0
644,43,services,married,tertiary,cellular,4216,no,no,2,high,150,1085.3,0
645,42,admin.,married,secondary,cellular,-465,no,yes,0,NA,102,0,0
646,31,services,single,secondary,cellular,442,yes,no,3,low,355,0,0
647,60,management,married,tertiary,cellular,2281,no,no,0,NA,230,679.75,0
648,29,student,single,secondary,cellular,1377,yes,no,2,high,248,383,0
649,30,management,single,tertiary,cellular,2907,yes,no,1,low,146,0,0
650,50,management,divorced,secondary,cellular,458,no,no,0,NA,184,0,0
651,35,blue-collar,married,secondary,cellular,496,yes,no,0,NA,135,0,0
652,52,admin.,married,secondary,NA,395,yes,no,0,NA,391,0,0
653,49,blue-collar,married,secondary,telephone,93,no,no,0,NA,212,0,0
654,49,NA,married,NA,cellular,301,no,no,0,NA,789,0,0
655,37,technician,married,secondary,cellular,1725,no,no,0,NA,75,0,0
656,58,services,married,secondary,cellular,382,no,no,0,NA,384,0,0
657,39,blue-collar,married,primary,NA,1,yes,no,2,low,165,0,0
658,38,blue-collar,single,primary,NA,1691,no,no,0,NA,265,0,0
659,60,admin.,divorced,secondary,cellular,174,yes,no,1,low,241,0,0
660,36,management,married,secondary,NA,2637,no,no,0,NA,219,0,0
661,25,technician,single,secondary,cellular,266,no,yes,0,NA,74,0,0
662,69,housemaid,married,primary,cellular,1080,no,no,0,NA,164,0,0
663,40,admin.,married,secondary,cellular,1313,yes,no,0,NA,171,0,0
664,28,blue-collar,married,secondary,NA,-493,yes,no,0,NA,126,0,0
665,54,blue-collar,married,primary,cellular,1357,yes,yes,7,NA,305,0,0
666,25,blue-collar,single,secondary,NA,154,yes,no,0,NA,312,0,0
667,35,management,married,tertiary,NA,8,yes,no,0,NA,55,0,0
668,35,management,single,tertiary,cellular,175,yes,yes,0,NA,53,0,0
669,34,technician,single,secondary,cellular,1313,no,no,6,low,176,0,0
670,43,admin.,divorced,secondary,NA,15511,yes,no,0,NA,484,0,0
671,28,blue-collar,single,tertiary,cellular,1984,yes,no,1,low,32,0,0
672,36,technician,married,NA,NA,88,yes,yes,0,NA,124,0,0
673,30,technician,married,tertiary,cellular,91,no,no,0,NA,363,0,0
674,55,management,single,NA,cellular,111,no,no,0,NA,117,0,0
675,32,blue-collar,single,primary,cellular,36,yes,no,0,NA,290,0,0
676,35,admin.,single,secondary,cellular,-67,no,yes,0,NA,84,0,0
677,36,technician,married,tertiary,cellular,1327,no,no,0,NA,174,0,0
678,30,blue-collar,single,secondary,NA,49,no,yes,0,NA,210,0,0
679,26,management,single,tertiary,cellular,390,no,no,0,NA,325,309.21,0
680,34,technician,married,secondary,cellular,256,yes,no,1,low,201,0,0
681,83,retired,married,secondary,telephone,0,no,no,2,low,201,0,0
